Company,TypeName,Ram,OpSys,Weight,Touchscreen,CpuCompany,ClockSpeed,Flash Storage,HDD,Hybrid,SSD,GPU,Ppi,Price
Dell,Ultrabook,8,Windows,1.2,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,225.56390977443607,77250.672
MSI,Gaming,8,Windows,2.2,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,63499.10399999999
HP,Notebook,4,No,1.86,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,136.7948717948718,19441.872
Toshiba,Notebook,8,Windows,2.0,0,Intel,2.5,0.0,0.5,0.0,0.0,Intel,192.30769230769232,56689.92
Dell,Notebook,8,Windows,2.2,0,Intel,1.8,0.0,0.0,0.0,0.256,AMD,192.30769230769232,48964.32
Dell,Notebook,16,Windows,2.2,0,Intel,1.8,0.0,2.0,0.0,0.256,AMD,192.30769230769232,60472.8
Lenovo,Gaming,8,Windows,3.31,0,Intel,2.6,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,63722.88
Dell,Gaming,32,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,0.512,Nvidia,346.8208092485549,167691.8736
Dell,Notebook,8,Windows,1.56,0,Intel,2.4,0.0,0.0,0.0,0.256,Intel,214.28571428571428,65481.12
Lenovo,Notebook,4,Windows,2.2,0,Intel,1.1,0.0,0.5,0.0,0.0,Intel,136.7948717948718,22324.32
Lenovo,Notebook,4,Windows,2.2,0,Intel,2.3,0.0,0.5,0.0,0.0,Intel,192.30769230769232,28504.8
HP,Notebook,6,Windows,2.04,0,Intel,2.0,0.0,1.0,0.0,0.0,AMD,192.30769230769232,28717.92
MSI,Gaming,8,Windows,2.7,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,79215.1056
Toshiba,Notebook,4,Windows,2.1,0,Intel,2.1,0.0,0.0,0.0,0.128,Intel,136.7948717948718,26533.44
Dell,Notebook,8,Windows,2.06,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,50882.4
HP,Notebook,8,Windows,2.1,0,Intel,2.7,0.0,1.0,0.0,0.0,AMD,192.30769230769232,39693.6
Toshiba,Notebook,8,Windows,2.0,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,67026.23999999999
Acer,Notebook,4,Linux,2.1,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,136.7948717948718,21951.36
Microsoft,Ultrabook,8,Windows,1.252,1,Intel,2.8,0.0,0.0,0.0,0.256,Intel,278.51851851851853,99519.048
Lenovo,Notebook,8,Windows,1.9,0,Intel,2.5,0.0,1.0,0.0,0.128,AMD,192.30769230769232,43580.376
Lenovo,2 in 1 Convertible,8,Windows,1.3,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,55091.52
Lenovo,Notebook,4,Windows,2.2,0,AMD,2.2,0.0,0.0,0.0,0.128,AMD,136.7948717948718,18594.72
HP,2 in 1 Convertible,4,Windows,1.63,1,Intel,2.4,0.0,0.0,0.0,0.128,Nvidia,214.28571428571428,37242.72
MSI,Gaming,16,Windows,2.4,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,68944.31999999999
Asus,Ultrabook,8,Windows,1.1,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,60472.8
HP,2 in 1 Convertible,8,Chrome,1.4,1,Intel,1.1,0.064,0.0,0.0,0.0,Intel,183.9655172413793,26373.6
LG,Ultrabook,8,Windows,1.09,0,Intel,1.8,0.0,0.0,0.0,0.512,Intel,192.30769230769232,122490.72
Acer,Gaming,16,Windows,2.5,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,69210.72
MSI,Gaming,8,Windows,2.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,53168.112
Asus,Notebook,4,Windows,1.86,0,Intel,1.1,0.0,0.0,0.0,0.128,Intel,136.7948717948718,22324.32
Dell,Gaming,16,Windows,3.21,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,109277.28
HP,Notebook,4,Windows,2.5,0,Intel,2.0,0.0,0.0,0.0,0.256,AMD,173.41040462427745,37242.72
Lenovo,2 in 1 Convertible,8,Windows,1.19,1,Intel,1.8,0.0,0.0,0.0,0.512,Intel,225.56390977443607,79866.72
Dell,Gaming,16,Windows,3.49,0,Intel,2.9,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,149916.6
HP,Notebook,4,Windows,1.86,0,Intel,2.5,0.0,0.5,0.0,0.0,AMD,136.7948717948718,32639.8608
Dell,Notebook,4,Windows,2.2,0,Intel,2.0,0.0,1.0,0.0,0.0,AMD,136.7948717948718,29073.297599999994
HP,Notebook,6,Windows,2.65,0,AMD,2.4,0.0,2.0,0.0,0.0,AMD,173.41040462427745,30316.32
Lenovo,Notebook,4,Windows,2.1,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,16943.04
Acer,Notebook,4,Chrome,1.45,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,152.42857142857142,19980.0
Lenovo,Notebook,4,Windows,1.7,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,37242.72
HP,Workstation,8,Windows,3.14,0,Intel,2.8,0.0,0.5,0.0,0.0,Nvidia,173.41040462427745,101657.7072
Lenovo,2 in 1 Convertible,8,Windows,1.42,1,Intel,2.7,0.0,0.0,0.0,0.256,Intel,285.7142857142857,137995.19999999998
Toshiba,Notebook,8,Windows,1.5,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,51841.44
Acer,Netbook,4,Windows,1.4,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,183.9655172413793,14332.32
Lenovo,2 in 1 Convertible,16,Windows,1.38,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,93186.72
Asus,2 in 1 Convertible,4,Chrome,1.2,1,Intel,0.9,0.064,0.0,0.0,0.0,Intel,240.0,35644.32
Toshiba,Ultrabook,16,Windows,1.36,1,Intel,2.5,0.0,0.0,0.0,0.512,Intel,225.56390977443607,100006.56
HP,Notebook,4,Windows,2.1,0,Intel,2.7,0.0,0.5,0.0,0.0,AMD,192.30769230769232,36709.92
Dell,Gaming,8,Windows,2.56,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,43636.32
Lenovo,Notebook,4,Windows,2.2,0,AMD,2.9,0.0,0.0,0.0,0.256,AMD,192.30769230769232,21258.72
Lenovo,Notebook,8,Windows,2.2,0,AMD,3.6,0.0,1.0,0.0,0.0,AMD,136.7948717948718,22857.12
Lenovo,Notebook,4,Windows,2.1,0,Intel,2.5,0.0,2.0,0.0,0.0,Intel,192.30769230769232,33110.856
Lenovo,Notebook,4,No,1.9,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,136.7948717948718,23976.0
Dell,Notebook,8,Windows,2.18,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,42357.6
Acer,2 in 1 Convertible,8,Windows,1.6,1,Intel,1.6,0.0,0.0,0.0,0.256,Intel,225.56390977443607,53226.72
Lenovo,Workstation,16,Windows,2.18,0,Intel,2.5,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,98834.4
Lenovo,Notebook,8,Windows,1.8,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,214.28571428571428,63456.48
HP,Notebook,6,Windows,2.71,0,AMD,2.5,0.0,2.0,0.0,0.0,AMD,173.41040462427745,34898.932799999995
Lenovo,Gaming,8,Windows,2.5,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,66546.72
Dell,Notebook,8,Linux,1.64,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,58021.92
Dell,Notebook,8,Linux,1.98,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,38681.28
Asus,Notebook,4,Windows,1.5,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,214.28571428571428,15877.44
Dell,Notebook,16,Windows,1.93,0,Intel,2.6,0.0,0.0,0.0,0.512,Intel,192.30769230769232,76012.44480000001
Lenovo,Notebook,8,Windows,1.87,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,45664.6896
Dell,Notebook,8,Windows,1.9,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,192.30769230769232,62817.12
Lenovo,Notebook,4,Windows,2.19,0,AMD,2.0,0.0,0.5,0.0,0.0,AMD,136.7948717948718,15877.44
Mediacom,Notebook,4,Windows,1.4,0,Intel,1.92,0.0,0.032,0.0,0.0,Intel,222.85714285714286,14119.2
HP,Notebook,8,Windows,2.63,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,63936.0
Lenovo,Ultrabook,8,Windows,1.17,0,Intel,2.5,0.0,0.0,0.0,0.512,Intel,285.7142857142857,89864.1792
HP,2 in 1 Convertible,8,Windows,1.58,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,160.45112781954887,44574.048
Lenovo,Ultrabook,8,Windows,1.32,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,79866.72
Dell,Gaming,32,Windows,4.36,0,Intel,2.8,0.0,1.0,0.0,1.0,Nvidia,346.8208092485549,194972.832
MSI,Gaming,8,Windows,2.7,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,71847.0144
Lenovo,Notebook,4,No,1.9,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,26101.872
Dell,Notebook,8,Windows,2.2,0,Intel,1.6,0.0,1.0,0.0,0.128,AMD,192.30769230769232,38308.32
Dell,2 in 1 Convertible,4,Windows,1.71,1,Intel,2.4,0.0,1.0,0.0,0.0,Intel,225.56390977443607,34578.72
Dell,Notebook,8,Linux,2.32,0,Intel,2.5,0.0,1.0,0.0,0.0,AMD,136.7948717948718,31409.6256
HP,Notebook,4,Windows,2.1,0,AMD,3.0,0.0,1.0,0.0,0.0,AMD,192.30769230769232,26053.92
Acer,Gaming,16,Windows,4.2,0,Intel,2.6,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,103096.8
Dell,Notebook,12,Windows,2.25,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,34578.72
HP,Notebook,6,Windows,2.1,0,AMD,3.0,0.0,1.0,0.0,0.128,AMD,192.30769230769232,34632.0
Acer,Notebook,4,Windows,2.4,0,Intel,2.5,0.0,0.5,0.0,0.0,Intel,136.7948717948718,29783.52
Lenovo,Notebook,8,Windows,1.44,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,51148.8
Lenovo,Notebook,4,Windows,1.85,0,Intel,2.7,0.0,1.0,0.0,0.0,Intel,192.30769230769232,41505.12
HP,Workstation,16,Windows,2.6,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,128884.32
Dell,2 in 1 Convertible,8,Windows,1.55,1,Intel,1.6,0.0,1.0,0.0,0.0,Intel,225.56390977443607,35111.52
MSI,Gaming,16,Windows,1.8,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,111593.8944
Acer,Notebook,4,Windows,2.4,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,136.7948717948718,21887.424
Dell,Notebook,8,Windows,2.0,0,Intel,2.7,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,64308.96
Dell,Notebook,8,Windows,2.0,0,Intel,2.0,0.0,0.0,0.0,0.256,Intel,136.7948717948718,35431.2
Toshiba,Notebook,8,Windows,1.25,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,81784.8
Lenovo,2 in 1 Convertible,8,Windows,1.7,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,53226.72
Lenovo,Workstation,16,Windows,2.5,0,Intel,2.8,0.0,0.0,0.0,1.0,Nvidia,384.61538461538464,175770.72
Acer,Notebook,2,Chrome,1.68,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,152.42857142857142,17582.399999999998
Samsung,Ultrabook,16,Windows,0.81,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,225.56390977443607,87858.72
HP,Notebook,8,Windows,1.86,0,Intel,2.0,0.0,0.0,0.0,0.256,Intel,192.30769230769232,28717.92
Dell,Notebook,8,Windows,1.6,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,152.42857142857142,60031.1088
HP,Workstation,16,Windows,3.0,0,Intel,2.9,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,233845.92
Lenovo,Netbook,4,Windows,1.4,1,Intel,1.6,0.0,0.0,0.0,0.128,Intel,183.9655172413793,25308.0
HP,Notebook,8,Windows,1.84,0,Intel,2.4,0.0,0.0,0.0,0.256,Intel,192.30769230769232,101232.0
Asus,Notebook,4,No,2.45,0,Intel,2.3,0.0,1.0,0.0,0.0,Nvidia,136.7948717948718,30849.12
Lenovo,Ultrabook,4,Windows,1.7,0,Intel,2.3,0.0,0.0,0.0,0.18,Intel,214.28571428571428,58394.88
Asus,Notebook,4,Windows,2.37,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,136.7948717948718,45282.672
Lenovo,2 in 1 Convertible,8,Windows,1.3,1,Intel,1.8,0.0,0.0,0.0,0.256,Intel,375.9398496240601,63882.72
HP,Notebook,8,Windows,2.2,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,58554.72
HP,Workstation,8,Windows,2.59,0,Intel,2.6,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,83170.08
Dell,Gaming,16,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,384.61538461538464,152859.7872
Acer,Notebook,4,Windows,2.1,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,136.7948717948718,31914.72
Lenovo,Gaming,8,Windows,2.5,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,55837.44
Dell,Ultrabook,16,Windows,1.18,0,Intel,2.8,0.0,0.0,0.0,0.256,Intel,240.0,99047.52
Google,Ultrabook,8,Chrome,1.1,1,Intel,1.2,0.0,0.0,0.0,0.256,Intel,325.2032520325203,83063.52
Asus,Ultrabook,8,Windows,1.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,375.9398496240601,60153.12
Dell,Notebook,4,Windows,1.65,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,160.45112781954887,45234.72
Acer,Notebook,4,Windows,1.6,0,Intel,2.3,0.0,0.0,0.0,0.128,Intel,160.45112781954887,34898.4
Asus,Notebook,4,Windows,2.8,0,Intel,1.1,0.0,1.0,0.0,0.0,Nvidia,123.35260115606935,25059.715199999995
Dell,Gaming,16,Windows,2.72,1,Intel,2.6,0.0,1.0,0.0,0.128,Nvidia,384.61538461538464,58554.72
Samsung,Ultrabook,8,Windows,1.31,1,Intel,2.7,0.0,0.0,0.0,0.256,Intel,225.56390977443607,85194.72
Acer,Notebook,4,Linux,2.1,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,15877.44
Dell,Notebook,16,Windows,2.3,0,Intel,2.7,0.0,0.0,0.0,0.256,AMD,192.30769230769232,62938.0656
Samsung,2 in 1 Convertible,16,Windows,1.71,1,Intel,2.7,0.0,0.0,0.0,0.256,AMD,200.0,95850.72
Toshiba,Notebook,4,Windows,1.75,0,Intel,2.3,0.0,0.0,0.0,0.128,Intel,152.42857142857142,54345.6
Dell,Gaming,8,Windows,2.62,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,58554.72
HP,Ultrabook,4,Windows,1.26,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,170.72,66280.31999999999
Asus,2 in 1 Convertible,12,Windows,2.3,1,Intel,2.7,0.0,2.0,0.0,0.0,Nvidia,192.30769230769232,44701.92
Lenovo,Notebook,16,Windows,2.5,0,Intel,2.7,0.0,0.0,0.0,0.512,Nvidia,384.61538461538464,126273.6
Acer,Notebook,4,Windows,1.8,0,Intel,2.4,0.0,0.0,0.0,0.128,Intel,214.28571428571428,33886.08
Razer,Gaming,16,Windows,1.95,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,214.28571428571428,154458.72
Asus,Notebook,8,Windows,2.0,0,Intel,1.1,0.0,0.0,0.0,0.128,Intel,192.30769230769232,31003.632
Dell,Gaming,32,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,1.0,Nvidia,173.41040462427745,191211.264
Asus,Gaming,16,Windows,4.3,0,Intel,2.6,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,125208.0
Toshiba,Ultrabook,16,Windows,1.47,0,Intel,2.6,0.0,0.0,0.0,0.512,Nvidia,214.28571428571428,93985.92
Lenovo,Notebook,8,No,2.2,0,Intel,1.6,0.0,1.0,0.0,0.0,Intel,136.7948717948718,17529.12
Lenovo,Ultrabook,16,Windows,1.7,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,122490.72
MSI,Gaming,16,Windows,1.6,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,214.28571428571428,100752.48
MSI,Gaming,8,Windows,2.2,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,58021.92
Lenovo,Gaming,4,Windows,2.4,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,53226.72
Acer,Gaming,16,Windows,4.2,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,122490.72
Dell,Gaming,8,Windows,2.62,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,52480.8
Asus,Gaming,8,Windows,2.24,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,71341.92
Vero,Notebook,4,Windows,1.22,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,214.28571428571428,10810.512
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,225.56390977443607,104961.6
Lenovo,2 in 1 Convertible,8,Windows,2.08,1,Intel,2.5,0.0,0.0,0.0,0.256,AMD,192.30769230769232,51095.52
Apple,Ultrabook,8,Mac,0.92,0,Intel,1.2,0.512,0.0,0.0,0.0,Intel,312.0,62071.2
Lenovo,2 in 1 Convertible,8,Windows,1.42,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,285.7142857142857,124142.4
Asus,Notebook,4,Windows,1.63,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,152.42857142857142,15930.72
Dell,Notebook,8,Windows,1.95,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,136.7948717948718,43156.8
Lenovo,2 in 1 Convertible,8,Windows,1.38,1,Intel,2.7,0.0,0.0,0.0,0.256,Intel,215.8273381294964,71874.72
Dell,Notebook,8,Windows,2.0,0,Intel,2.0,0.0,0.0,0.0,0.256,AMD,192.30769230769232,39373.92
HP,Workstation,8,Windows,3.14,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,110017.872
Asus,Notebook,8,Windows,2.37,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,58554.72
Dell,Ultrabook,8,Windows,1.29,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,79866.72
Dell,Notebook,8,Windows,2.06,1,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,384.61538461538464,93186.72
Dell,Netbook,4,Windows,1.63,0,Intel,1.1,0.0,0.0,0.0,0.128,Intel,183.9655172413793,39640.32
HP,Netbook,8,Windows,1.26,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,170.72,74005.92
Toshiba,Notebook,4,Windows,2.1,0,Intel,2.3,0.0,0.5,0.0,0.0,Intel,136.7948717948718,41558.4
HP,Notebook,8,Windows,2.04,0,AMD,2.5,0.0,2.0,0.0,0.0,AMD,136.7948717948718,33513.119999999995
Dell,Gaming,16,Windows,2.62,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,384.61538461538464,89457.12
Lenovo,Notebook,4,Windows,2.4,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,32447.52
HP,Gaming,12,Windows,3.74,0,Intel,2.8,0.0,1.0,0.0,0.0,AMD,173.41040462427745,93186.72
MSI,Gaming,16,Windows,2.9,0,Intel,2.8,0.0,1.0,0.0,0.512,Nvidia,173.41040462427745,128671.2
Samsung,Ultrabook,8,Windows,0.81,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,79866.72
Dell,Notebook,8,Windows,1.98,0,Intel,2.7,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,51202.08
Dell,Notebook,8,Windows,2.18,0,Intel,2.5,0.0,0.0,0.0,0.256,AMD,192.30769230769232,42081.0768
Lenovo,Ultrabook,8,Windows,1.32,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,214.28571428571428,99047.52
Razer,Ultrabook,16,Windows,1.29,1,Intel,2.5,0.0,0.0,0.0,0.512,Intel,480.0,95850.72
HP,Netbook,4,Chrome,1.23,0,Intel,1.6,0.016,0.0,0.0,0.0,Intel,183.9655172413793,20512.8
Dell,Gaming,16,Windows,4.36,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,133467.4656
Dell,Notebook,4,Windows,1.76,0,Intel,2.3,0.0,0.5,0.0,0.0,Intel,152.42857142857142,40226.4
Lenovo,Notebook,4,Windows,2.1,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,136.7948717948718,26101.872
Toshiba,Ultrabook,4,Windows,1.25,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,152.42857142857142,58075.2
Lenovo,Ultrabook,8,Windows,1.13,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,133146.72
MSI,Gaming,8,Windows,2.4,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,63882.72
Lenovo,Ultrabook,8,Windows,1.13,0,Intel,2.5,0.256,0.0,0.0,0.0,Intel,214.28571428571428,99900.0
Toshiba,Notebook,4,Windows,1.75,0,Intel,2.1,0.0,0.0,0.0,0.128,Intel,152.42857142857142,26586.72
Asus,2 in 1 Convertible,8,Windows,1.1,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,72354.23999999999
Dell,Notebook,4,Windows,1.76,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,152.42857142857142,31168.8
Acer,Netbook,4,Chrome,1.35,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,183.9655172413793,18914.4
Acer,Notebook,8,Windows,1.5,0,Intel,2.4,0.0,0.0,0.0,0.128,Intel,214.28571428571428,32980.32
Razer,Gaming,32,Windows,3.49,1,Intel,2.9,0.0,0.0,0.0,0.512,Nvidia,346.8208092485549,292986.72
Lenovo,Ultrabook,16,Windows,1.1,0,Intel,2.6,0.0,0.0,0.0,0.512,Intel,285.7142857142857,111834.72
Asus,Notebook,4,Linux,2.1,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,27652.32
Lenovo,Notebook,8,Windows,1.7,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,214.28571428571428,63190.08
Lenovo,Notebook,8,Windows,1.32,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,87912.0
Dell,Gaming,16,Windows,3.21,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,147832.28639999998
Asus,Gaming,16,Windows,2.9,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,128884.32
Toshiba,Notebook,4,Windows,2.0,0,Intel,2.4,0.0,0.5,0.0,0.0,Intel,136.7948717948718,35644.32
Lenovo,Notebook,4,Chrome,1.5,0,Intel,1.6,0.016,0.0,0.0,0.0,Intel,152.42857142857142,17316.0
Asus,Notebook,8,Windows,2.3,0,Intel,2.5,0.0,0.128,0.0,0.0,Intel,192.30769230769232,31435.2
Asus,Gaming,16,Windows,2.73,0,Intel,2.6,0.0,1.0,0.0,0.512,Nvidia,173.41040462427745,95850.72
Dell,Gaming,32,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,0.512,Nvidia,173.41040462427745,163723.57919999998
HP,Notebook,8,Windows,2.63,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,144.50867052023122,48484.8
Dell,Notebook,8,Windows,2.18,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,136.7948717948718,38041.3872
HP,Ultrabook,8,Windows,1.54,0,Intel,2.5,0.0,0.0,0.0,0.512,Intel,214.28571428571428,99633.6
Dell,Notebook,4,Windows,2.18,0,Intel,2.7,0.0,0.0,0.0,0.256,AMD,192.30769230769232,39373.92
HP,2 in 1 Convertible,4,Chrome,1.4,1,Intel,1.1,0.032,0.0,0.0,0.0,Intel,183.9655172413793,32767.2
Asus,Ultrabook,8,Windows,1.45,0,Intel,2.3,0.0,0.0,0.0,0.512,Nvidia,225.56390977443607,54665.28
HP,2 in 1 Convertible,8,Windows,1.28,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,121318.56
HP,Ultrabook,8,Windows,1.54,0,Intel,2.5,0.0,0.0,0.0,0.512,Intel,214.28571428571428,78215.04
HP,Notebook,4,No,1.86,0,Intel,1.6,0.0,0.0,0.0,0.128,Intel,136.7948717948718,15930.72
Asus,Gaming,16,Windows,2.1,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,101178.72
Dell,Notebook,8,Linux,2.83,0,Intel,2.7,0.0,1.0,0.0,0.0,AMD,173.41040462427745,46087.2
Lenovo,Ultrabook,8,Windows,1.96,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,101391.84
Asus,Notebook,8,Windows,2.3,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,41931.36
Dell,Notebook,8,Windows,1.9,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,192.30769230769232,50349.6
Asus,Notebook,4,Windows,2.0,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,23922.72
HP,2 in 1 Convertible,8,Windows,1.28,1,Intel,2.8,0.0,0.0,0.0,0.256,Intel,225.56390977443607,136343.52
Dell,Notebook,8,Windows,1.62,1,Intel,2.3,0.0,1.0,0.0,0.0,Intel,225.56390977443607,34578.72
Lenovo,Notebook,4,No,2.2,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,192.30769230769232,24988.32
Lenovo,Notebook,8,Windows,2.3,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,45323.1648
HP,Notebook,8,Windows,1.84,0,Intel,2.6,0.0,0.0,0.0,0.256,AMD,192.30769230769232,71874.72
Toshiba,Notebook,4,Windows,1.05,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,225.56390977443607,68464.8
Lenovo,Gaming,8,No,2.5,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,54185.76
Dell,Ultrabook,16,Windows,1.29,1,Intel,2.5,0.0,0.0,0.0,0.512,Intel,375.9398496240601,119347.2
HP,Notebook,4,Windows,2.07,0,Intel,2.3,0.0,0.5,0.0,0.0,Intel,192.30769230769232,48484.8
Toshiba,Ultrabook,8,Windows,1.2,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,160.45112781954887,58341.6
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,Intel,2.7,0.0,0.0,0.0,0.256,Intel,225.56390977443607,103896.0
Acer,Notebook,8,Windows,1.56,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,48058.56
